date,fulltxt
2019.01.11. 16:59,파티생성시 용병 냥이 기간연장안된애들 자동 파티가입 빼주시면 좀더 나을거같은데?파티맺을때마다 용병냥이 강퇴시키는것두 한번두번이지?냥이 4마리 뺄려면 짜증납니다 ..?요청된 파티확인할때는 냥이 있으나 없으나 상관없는데?왜 파티장이 파티요청할때는 파티가 꽉찼다는 에러메시지를 보내는지?이해할수가없네요?한번이라도 클릭덜하게 수정해주세요?손가락아파요 마우스로 하는것두아니고
2019.01.10. 20:23,니플헤임 죽은자의 주인 위치좀 옮겨줘요사람들이 카프라 쪽에서 엔피씨 힐 받으면서 잡는 사람들땜에게시판 퀘스트도 못하고 카프라 사용도 못합니다.오늘 이것때문에 엄청 스트레스 받았습니다.빨리 잡으면 이해를 하는데...기다리면 되는데드럽게 늦게 잡는게 문제죠...ㅡㅡ 지금도 퀘스트 완료하고마을도 못하고 필드에서 멍때립니다..ㅅㅂ
2019.01.10. 18:08,야 이새끼들펫포션 또 쳐넣었네?
2019.01.10. 17:53,성별 전화 좀 고코로 팔아 제발 무슨게임이 성별전환도 안파냐
2019.01.10. 17:37,업데이트 시 요청사항대만섭이랑 같이 업데이트하지 말고1주 늦게 업데이트 해주세요.대만에서 리포트되는 버그들 미리 식별해서 해결한 다음 이식해주세요 그리거 조가튼 연가차 확률 좀 높혀주세요
2019.01.10. 14:44,고코 600개 충전후 돈만 빠져나가고 고코는안들어옵니다.확인좀 해주세요 빨리연가챠 지르러 가야한단말이에여 빼액
2019.01.10. 11:13,성별 전환좀 팔아주세요~이벤트로 캐릭 계정당1번이던데 부캐 얼마전에 바꾸었는데본캐를 못바꿔서 요번 코스튬도 사고싶은디 답답해죽겟네요고코로 팔던가 제니로 팔던가 좀해주세요~
2019.01.10. 10:02,변신스크롤 가방이 참 아쉽다요~묶어놓고 정리하고픈데 참 그래여ㅋㅋㅋ매점에 다갖다 팔기엔 보스스크롤은 아쉬워성...?그렇다구요ㅋㅋㅋ운영자님~
2019.01.10. 08:01,라그M엔 백수들만 있는건가...빅캣 가든 퀘스트의 진행 시간이 고작 30분이라니??30분으로 백수들의 잔치를 벌이는건가???30분으로 퀘스트를 하라고??간단하니깐 할수 있을거라고 생각하나???시간을 널널하게 줘야지 고작 30분으로 뭘 하라는건가??백수들은 30분이면 떡을 치겠지...근데 직장인은??그 시간대에 근무하고 퇴근하는 직장인은??차안에서 퀘스트를 하라고? 죽으면 책임지나?일하면서 퀘스트를 하라고? 사고나면 책임지나?백수들의 잔치를 만들지 마라...직장인이 더 많으니깐 ㅡㅡ
2019.01.09. 16:30,"글래스트왕가 훈장 및 카드해제보상필요없으니까 그냥 템 존재 자체를 없애고 고성몹잡으면 2원씩 더줘라. 진심이다그리고 다른게임들은 캐릭터들 간의 밸런스문제 아이템의 밸런스문제를 건의하는데우라질 라그는 아이템 탈착이 안되는걸 건의 하고있냐 염병그리고 카드 해제보상같은경우는 해당몹 10만마리쯤 잡으면 좀 해제시키던가?보스는 뭐 7~8천마리 이런식으로 정해놓고 하면 좋잖아 카드해제보상 얻겠다고한 사냥터3주씩 있어도 못먹는사람들 허다한데 카드는 못먹더라도 해제보상은 까야지 노력에 대한 댓가는주자고씨부랄 복불복은 연,월가챠면 충분하잖아"
2019.01.09. 15:15,게시판 판매완료 및 메세지 푸시 / 어플어플은 좀 오바일 수도 있겠고요게시판에서 팔린 내 템과개인메세지 온 것요렇게 핸드폰 푸시로 올 수 있도록 하면 어떨까요? ㅎ
2019.01.09. 11:23,광고/홍보좀 합시다ㅜ신규유저 이벤트 이런건안하나요 점점 사람만줄어가고 ㅜ 재료도안팔리고 유저모으는 이벤트좀합시다 ... ?이러다 겜망하겠어요 돈 좀그만 챙기시고ㅜ
2019.01.08. 21:58,카프라님. 타 게임처럼 욕설 및 성희롱같은 단어는  **로 표기되었으면 합니다.요즘 간혹 1채에서 보기싫은 닉네임으로 어그로끄는 사람들이 종종 보여서 그때마다 블랙리스트 추가했는데?오늘은 친히 길드가입까지 해서 질문-대답후 뜬금없이 저렇게 성희롱하는 사람도 만났습니다.저딴걸로 희열을 느끼는지 모르겠지만 역겹습니다.?채팅과 닉네임을 포함하여 욕설 및 성희롱 같은 단어를 칠경우 **표시가 되었으면 합니다.아니면 해당 단어 포함시 아예 채팅불가가 되었으면 합니다.
2019.01.08. 09:41,일해라 좀..양심은 있냐..창의? 도전? 말은 바로 해야지..당장 아래 저걸로 바꿔라양심이란게 남아있으면
2019.01.08. 09:31,카프라님 이 말에 대답해줄수있는지 궁금합니다.만약에 연가챠나 월가챠 뽑기가 안된다던가 고양이코인이 충전이 안되는 버그가 생기면수정하는데 얼마나걸릴까요.
2019.01.08. 07:45,거래소 버그ㅡㅡ거래소버그 해결해달랬더니1:1문의 하래서 문의를 넣엇더니단말기 버전번호를 달라질않나ㅡㅡ어디까지 가나보려고 계속 다 적어서 보냈더니결국 이거냐ㅡㅡ??사람갖고 장난치는것도 아니고ㅡㅡ
2019.01.08. 01:22,균열 버그예전에  버그로  문의  올렷는데주먹밥으로  균열클리어햇는데  클리어  안되고  뻑 나는  경우  잇는데이거  나만  그런거냐??? 승질나네 ㅡㅡ
2019.01.07. 21:41,6vs6 시즌 1끝났습니다.혹시 모를까 싶어서 알려 드립니다.나름 유저들이 열심히 참여하고 있는 이런 이벤트가 끝나면...1. 시즌 종료를 알림2. 결과에 대한 대략적인 사항3. 보상은 언제 지급될 것이다.4. 다음 시즌은 언제 시작한다.정도는 공지해주셔야 하는거 아닐까요.. 잘 모르고 계실거 같아서 해당 내용에 대한 건의를 드립니다.
2019.01.07. 05:59,"지난번 좆망점검 이후사람 눈에 띌 정도로 빠져서 아침부터 활발한 게시판, 쉽게볼수있던 무탑버스기사등등 확실히 줄었네더 좆망인건 거래소는 전보다 악화되서 물건팔리는게 훨씬 더뎌짐.한정특전은 판매자만 널려서 가격 계속내려가고거래는 노점거래 아니면 잘 안하려하게되고 노점거래는 할수있는건 과금하는사람들뿐이니?소,무과금들은 자연스레 더 빠져나가겠지. 느끼는거 없냐 운영진새끼들아"
2019.01.06. 06:05,이새끼들이 말을안하니까프론테라 테마곡 아주 고정시키네크리스마스 지난지가 언젠데일뭣같이 안하는티가 너무많이난다다음 업데이트는 음악바꾸다가 뭘씹창내서20시간점검할라나
2019.01.05. 23:46,기도 초기화좀 합시다ㅅㅂ 첨에 뭣도 모르고 이것저것 막 올려서불필요한거만 겁내올림 ㅡㅡ고양이코인으로라도 초기화할수있게좀 해주라
2019.01.05. 16:07,갤럭시 노트 펜 클릭 적용해주세요다른 게임 다되는데...?라그만 안되네?적용하기 어렵나요??
2019.01.05. 13:56,니벨룽겐 조각 좀 다시 팔아주세요복귀유저나 신규유저 모으기 힘듭니드
2019.01.05. 08:11,솔직히 이것만은 업댓해주자기도랑 축복 초기화 할수있게 해줘라 진짜로성전환처럼 한번이여도 좋다 해줘라 고객센터에 전화하기전에ㅋㅋㅋㅋㄱㅋㅋㄱㅋㅋㄱㅋ
2019.01.04. 21:54,"데비루치의 골든날개인가 나오신분은있나신카떔에 신경도안쓰고있었는데 그건 확률이 60개짜리 상자에선 0.01% 30개짜리에선 0.02던데한개까는데 고코 60개 드니까 이거 1만개에 하나 넣어놨다는건데 고코6만개까면 11,000,000원이니까60~70만원 과금한 우리들은 입을 닥쳐야하는건가 근데 또 한사람당 60개밖에 안팔잖아?나온다는거야 안나온다는거야."
2019.01.04. 14:30,조가튼라그...망무 3 /60백무 0 /60쿠니 0 /60망고 0 /60센티롤 1 /60Esd 1 /60발꿈 0/ 10멍무 0/60선텐 0/10볼통 2/60작살 0/33고요 1/7솔랭 0/60루카스섬 0/7그지0/60트메 0/12수의사 0/102017  2/60씩씩 2/30길원1 2/60 (꺄뱀님 제보)길원2 0/60 (꺄뱀님 제보)새해 0/60sgj 0/22현재 예상되는 기대값 : 신의카드 2퍼 (갱신)(추가 제보 받습니다) 아래사진은 신의카드 획득 확률 (텍스트만 시바...) 조가튼 라그...
2019.01.04. 12:26,존나웃긴건코인 60개짜리 상자 20개를 깟는데 럭셔리카드첩3개나오더라 20프로라며 ㅋㅋ 시발
2019.01.04. 12:24,아래처럼까고 얻은거그람가루랑 잡카드 몇개 끝.이새끼들 남의돈 존나우습게 생각함
2019.01.04. 12:23,신의카드 나온 갯수 보고해주세여 확률 검증갑니다망무 3 /60백무 0 /60쿠니 0 /60망고 0 /60센티롤 1 /60Esd 1 /60발꿈 0/ 10멍무 0/60선텐 0/10볼통 2/60작살 0/33고요 1/7솔랭 0/60루카스섬 0/7셀트리옹 0/4그지 0/40트메 0/121.8개 평균값 나오는지 확인 좀 합시다
2019.01.04. 12:22,럭셔리카드첩은 니 미~~
2019.01.04. 12:22,장난치네 ㅋㅋ
2019.01.04. 12:09,그라비티 신의카드 확률 3퍼 아닐 가능성있는거 아님?내 주변에 나 포함 신카 안 터진 사람 3명인데원래 신카 아무것도 못 먹을 확률이 1/6보다 낮은데 뭐임3퍼가 아니라 2퍼로 확률 조작한거 아니냐? ㅂㄷㅂㄷ
2019.01.04. 12:06,"아이템 유동성좀 활성화해주면안되나여진짜 아이템 팔기 극악입니다. 아이템이 뭐 순환이되고 판매가 되야 게임을 할 제니가 생기죠.사냥제니는 쥐똥만큼이고, 아이템을 팔려해도 팔리지도 않고, 사람많은 중국서버를 그대로 따라하니까 이모양이죠. 서버마다 인원을 좀 감안해서 아이템 처리 시스템을 만들어주던가해야지 원...다른걸 하고싶어도 아이템이 안팔려서 못하니까 게임할 의욕도 안생기고 유저들 편의좀 생각해줘요. 유저들이 있어야 게임이 있는겁니다."
2019.01.04. 11:10,현금 72만원 부어서 상자 깐 결과신의 카드 : 노득 존나 쎈 현타 : 득그라비티 새끼들아 솔직히 심하다고 생각 안 하냐?
2019.01.04. 08:21,거래소 문의이거 구매도 안대고아이템 착용도 안대서 게임을 못하는데.?여태 투자한 내 현금 전액 환불 방법 없나요드러워서 겜 못하겠는디..
2019.01.02. 19:16,"운영진 보세요(안보겠지만요)운영을 이렇게 하라고 월급받습니까?아니면 본사가 중국에 있고 한국은 본사 큰그림에 없어서 버리는 카드라고 생각하고 일하십니까? 이렇게 무능한 운영진은 처음봅니다.본사가 중국에 있기 때문에...아무것도 못하는것도 잘 아는데까페에 글 한자 남기는게 그렇게 어려운 일입니까?아이폰 버그, 펫 사라짐 현상 등등 각종 버그 건에 대한 공지 하기가 그렇게 어렵나요?  무능해서 그런건가요?후자의 경우가 농후하지만 고등학생 앉혀놔도 이것보다는 운영 잘하겠네요. 언제까지 고치겠다 이런 확답을 바라는 것도 아니고 그 문제는 현재 보고가 되어 조치중에 있다 죄송하다. 이글 남기는게 정말 힘든가보네요.요즘 콜센터나 은행이나 대기번호가 왜 있는줄 모르시나요?반성하세요. 다 큰 분들께서 반성하는 꼴도 웃기지만요. 19년도에는 반성하는 한해되시길 바랍니다."
2019.01.02. 10:50,업뎃 하지마세요. 업뎃 = 유저떠남이 좋은 게임을매번 업뎃할때마다 유저 다 접게 만드는 업뎃..그리고 패치그냥 놔두고 버그 개선만 하면 됩니다.제발 황금알을 낳는 거위의 배를 가르지마세요...
2019.01.02. 08:40,"문득 생각드니까 또 열받네이새끼들은 지들이 만든 거래소에서 세금떼먹는건 그렇다고 치자.내가 키운상인 길바닥에 돗자리깔고 리어카에다 물건담아서 파는건데 왜 세금떼냐?포장마차에서 떡볶이파는 할머니들이 세금내고 장사하디?가뜩이나 제니 모자란데다 안팔려서 억지로 반값에 파는데 거기서 또 10%를 떼쳐먹는생각하니까 열받네 씨발거날강도새끼들아냐 이거. 그리고 아래 카드징징글들 보니까 또 생각난건데 몹에 따라서 카드확률 조정해야지 씨부랄예를들면 코볼트,스팀라이더,수로몹들마냥 계속 젠되서 자동사냥으로도 엄청난 효율을 보는몹들은당연히 낮다고 치자근데 몹 개체수 적고 리젠 개똥몹들은 수동사냥으로 하게끔 해서라도 먹게끔 조정을해야지 썅것들아좆도 똥카드 두장에 녹색하나 사서 필요한거 나오길바라면서 합성질해야되냐고 씨이이이이이이이이ㅣ발"
2019.01.01. 19:02,아니 디아볼릭카드 4주째사냥하는데안나오는거 실화냐 !!!진짜 드랍율 0.000001퍼에여? 장난똥때리나
2019.01.01. 00:26,제자피로도 적용되면 스킬확인칸에 뜨도록 해주세요제자사냥 피로도 적용이 된건지 안된건지 모르겠네 진짜..;;범위가 어느정돈지도 모르고 같은맵이라던지 범위안이면 아이콘이라도 뜨도록 해주세요마냥 졸졸따라다닐 순 없잖아요?
2018.12.31. 22:46,방랑자 망토 버그..방랑자 망토 와 특정 몇개의 아이탬창에 티업 정보가 표시가 안되요/아이폰 유저인데 그래서 그런가///티업 화살표시도 안되고..확인해보세요
2018.12.31. 13:58,"너무 짜증나네요거래소에 카드올려놨던게 회수가 안되요ㅡㅡ?누르면 렉먹고 멈추거나 이상하게되요?이거 어떻게해요 내카드.. 회수도 안되고 재등록도 안되고 기간만료인체 걍 회색빛으로 되있어요?어둠의별퀘스트도 렉먹고 안깨지는것도 오래됐다는데?아직도 해결안되고..하.,.,"
2018.12.31. 12:15,MVP 건의보스칠때 피로도 10배소모하고 피로도 없으면 MVP템 자유파티에서도 못먹게하면 됨 줄보탐 줄듯
2018.12.31. 06:48,내가 만약내가 씨바 대표이사였으면공지 띄우고?새출발 하겠다 선언한다음?일단?기존 운영팀 전부 회사시설 관리팀으로?보내서 정신 차릴때까지 노가다 시키고다음 여섯가지 잘 이행하겠음?1.직접 운영팀장 맡아서 매일 게임 상황 보고?받고2. 각종 버그 및 오류 종합적 파악3. 오류 및 버그 개선방안 전문팀 구성(프로그램 관리팀 외 별도로 구성)4. 오류 및 버그 개선 관련 예산 편성 팀 구성(재무팀 외 별도로 구성)5. 유저들의 다수 의견 및 분위기 직접 상황파악6. 유저들의 다수 의견 게임 내 직접 반영 검토지시???대표이사로서지난 막장운영에?대한?책임을 통감하며 진심어린 사과를 하고개선의지를 명확히 밝히고앞으로 개선방안에 대해 설명한 후고쳐나간다면?유저들이?대표이사 연봉 최소 두 배는 만들어준다?그리고????라그m 국민모바일 게임으로 거듭난다장담한다
