hashtags,numoflikes,date
"['#라그나로크M', '#그라비티', '#gravity', '#daily', '#instadaily', '#instagood', '#instalike', '#instagram', '#model', '#korea', '#seoul', '#taipei', '#taiwan', '#gameshow', '#selca', '#selfie', '#모델', '#대만', '#게임쇼', '#타이베이', '#일스타그램', '#촬영']",좋아요 661개,2018년 02월 06일
"['#라그나로크M', '#그라비티', '#Gravity', '#또다른', '#균열', '#파멸의밤', '#글레스트헤임', '#파티원', '#모집']",좋아요 14개,2018년 04월 28일
"['#레이싱모델', '#한소울', '#지스타', '#그라비티', '#라그나로크M', '#시크', '#카리스마', '#아프리카tv', '#bj소울', '#니콘', '#d7200', '#인물사진', '#초보진사그램', '#내가찍음', '#인증샷', '#취미', '#스냅샵', '#ff', '#photographer', '#sexy', '#snap', '#korea', '#model', '#racingmodel']",좋아요 128개,2017년 12월 09일
"['#조블페이', '#구글기프트카드', '#리니지m', '#검은사막모바일', '#배틀그라운드모바일', '#라그나로크m', '#검은사막m', '#던전앤파이터', '#피파온라인3', '#피파온라인4', '#메이플스토리', '#테일즈위버', '#거상', '#니드포스피드엣지', '#구글플레이', '#구글플레이기프트코드', '#구글플레이기프트카드', '#선팔하면맞팔', '#맞팔', '#선팔맞팔', '#선팔', '#넥슨캐시', '#넥슨카드', '#카이저', '#리니지2레볼루션', '#리니지m다이아', '#리니지m현금', '#리니지엠', '#리니지m대리결제', '#리니지m결제']",좋아요 9개,2018년 05월 26일
"['#라그나로크m', '#잠순이']",좋아요 15개,2018년 05월 27일
"['#흙손클레이', '#라그나로크', '#라그나로크m', '#노비스', '#소드맨', '#클레이피규어', '#칼라클레이', '#아이클레이', '#피규어만들기', '#피규어제작', '#클레이아트', '#캐릭터만들기', '#자캐', '#자작피규어', '#airdryclay', '#clayart', '#clayfigure', '#hanmade', '#handcrafted', '#figuremaking', '#좋아요', '#좋아요반사', '#선팔하면맞팔', '#선팔맞팔', '#언팔차단']",좋아요 59개,2018년 03월 14일
"['#부산', '#벡스코', '#그라비티', '#모델', '#레이싱모델', '#한가은', '#가웅베베']",좋아요 37개,2017년 12월 20일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']","좋아요 2,432개",2018년 03월 14일
"['#첫줄안녕', '#소이', '#부산', '#벡스코', '#게임', '#지스타', '#그라비티', '#라그나로크m', '#모델', '#전시', '#행사', '#korea', '#busan', '#bexco', '#game', '#gstar', '#gravity', '#ragnarokm', '#model', '#photo', '#snap', '#snapshot']",좋아요 24개,2017년 11월 23일
"['#뒷풀이', '#2017지스타', '#그라비티', '??#라그나로크', '#샹', '#이태원샹', '#이태원라운지바', '#이태원라운지', '#이태원와인바', '#이태원와인', '#이태원술집', '#이태원', '#녹사평', '#술스타그램', '#대관', '#파티', '#회식', '#연말회식', '#경리단길맛집', '#초승달', '#청춘초밥', '??#밍', '#초밥맛집']",좋아요 742개,2017년 11월 30일
"['#라그나로크M', '#포링', '#물방울떡', '#포링물방울떡', '#세젤귀포링']",286,2018년 03월 02일
"['#신림', '#라그나로크m', '#로키', '#만물상']",좋아요 11개,2018년 10월 29일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 61개,2018년 03월 12일
"['#첫줄', '#모델', '#레이싱모델', '#소이', '#레이싱모델소이', '#지스타', '#지스타2017', '#그라비티', '#카프라', '#라그나로크m', '#벡스코', '#부산', '#인물', '#모델사진', '#니콘', '#model', '#racingmodel', '#koreamodel', '#gstar', '#gstar2017', '#gravity', '#bexco', '#concept', '#photo', '#portrait', '#nikon', '#d610']",좋아요 171개,2017년 12월 06일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 66개,2018년 03월 22일
"['#라그나로크M', '#그라비티', '#Gravity', '#사랑', '#관심', '#펫시스템', '#호감도_상승_은혜_갚는_펫']",좋아요 16개,2018년 04월 02일
"['#선물', '??#새신발', '??#주말']",좋아요 25개,2018년 05월 20일
"['#모바일게임', '#지극히개인적인게임리뷰', '#라그나로크M']",좋아요 79개,2018년 05월 29일
"['#그라비티', '#라그나로크', '#라그나로크M', '#고양이', '#별자리', '#운세']",좋아요 13개,2018년 04월 02일
"['#RAGNAROKMETERNALLOVE', '#RAGNAROKM', '#RAGNAROK', '#라그나로크M영원한사랑', '#라그나로크M', '#라그나로크', '#영원한사랑', '#니렙에잠이오냐', '#달나라시민2호']",좋아요 8개,2018년 03월 20일
"['??#우리', '#피규어', '#자기애', '#밍키피규어', '#3D피규어', '#3d스튜디오모아', '#제작피규어', '#그라비티', '#라그나로크m', '#포링']",좋아요 665개,2017년 11월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#놀이공원', '#솔로는_탑승_불가', '#멋진_데이트', '#현실은']",105,2018년 03월 28일
['#빈티지'],좋아요 72개,2018년 10월 11일
"['#첫줄', '#모델', '#레이싱모델', '#한소울', '#레이싱모델한소울', '#지스타', '#지스타2017', '#그라비티', '#카프라', '#라그나로크m', '#벡스코', '#부산', '#인물사진', '#모델사진', '#니콘', '#model', '#racingmodel', '#koreamodel', '#gstar', '#gstar2017', '#gravity', '#bexco', '#photo', '#portrait', '#nikon', '#d610']",좋아요 140개,2017년 11월 21일
"['#작년사진', '#라그나로크m', '#라프카', '#soy', '#photo', '#portrait', '#photography', '#photographer']",좋아요 60개,2018년 06월 04일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#펫_외형', '#새로운_스킨', '#긔염뿜뿜']",좋아요 12개,2018년 07월 19일
"['#그라비티', '#라그나로크M', '#숨겨진_명소_찾기']",좋아요 14개,2018년 03월 26일
"['#라그나로크m', '#라그m', '#ragnarokmobile', '#ragnarok', '#폰게임', '#폰겜']",0,2018년 11월 02일
"['#그라비티', '#라그나로크M', '#라그M', '#어머_이건_꼭_봐야해', '#EP4_영상으로_만나보세요']",147,2018년 07월 06일
"['#라그나로크M', '#그라비티', '#Gravity', '#커플', '#커플시스템', '#약속의언덕', '#즐거운여행_커플지수_상승']",좋아요 15개,2018년 04월 04일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#프론테라', '#아레이크', '#죽은척하기', '#얍삽하지만_좋다']",좋아요 14개,2018년 04월 09일
"['#라그나로크m', '#라그m', '#모바일게임', '#모르크', '#피라미드1층', '#소환문', '#페코페코', '#요니', '#실내', '#명소', '#사진찍기', '#다산수', '#산수', '#모험수첩']",좋아요 4개,2018년 11월 03일
"['#라그나로크m', '#모바일게임', '#귀엽다']",좋아요 9개,2018년 03월 15일
"['#라그나로크', '#라그나로크m', '#모바일게임', '#인생', '#게임', '#길드', '#브라운아이즈', '#현재', '#유일하게', '#대규모', '#업데이트']",좋아요 18개,2019년 05월 20일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']",좋아요 974개,2018년 03월 07일
['#라그나로크M'],253,2018년 03월 01일
"['#라그나로크m', '#추억돋네', '#배경음악짱', '#포링모자ㅋ']",좋아요 3개,2018년 03월 14일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라그나로크모바일', '#변신', '#힝_속았지']",122,2018년 06월 25일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#사랑의_시', '#라그M도_그렇다']",좋아요 27개,2018년 04월 18일
"['#검은사막', '#라그나로크m', '#고민없이', '#둘다해야지']",좋아요 11개,2018년 03월 19일
"['#나만의_스티커', '#똥손도_가능', '#지금_당장_만들러_갑니다', '#그라비티', '#라그나로크M', '#라그M']",190,2018년 05월 03일
"['#첫줄', '#모델', '#레이싱모델', '#소이', '#레이싱모델소이', '#지스타', '#지스타2017', '#그라비티', '#카프라', '#라그나로크m', '#벡스코', '#부산', '#인물', '#인물사진', '#모델사진', '#니콘', '#model', '#racingmodel', '#koreamodel', '#gstar', '#gstar2017', '#gravity', '#bexco', '#concept', '#photo', '#portrait', '#nikon', '#d610']",좋아요 121개,2017년 11월 26일
"['#Repost', '#그라비티', '#라그나로크', '#라그나로크M', '#라그나로크M_영원한_사랑', '#강타', '#라그M', '#Full_영상_공개', '#임윤아', '#서강준']",165,2018년 03월 14일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#룬나이트', '#씨에스엘', '#코스프레', '#슈퍼마켓', '#슈마', '#멋짐뿜뿜', '#cosplay', '#Team_CSL']",좋아요 42개,2018년 04월 02일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']","좋아요 2,693개",2018년 05월 24일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#8월', '#물놀이', '#배경화면', '#행복한_여름휴가_보내세요']",좋아요 8개,2018년 08월 09일
"['#소이', '#일상', '#데일리', '#일상스타그램', '#게임쇼', '#지스타', '#2017지스타', '#그라비티', '#라그나로크M', '#카프라', '#포즈', '#공연', '#모델', '#모델소이', '#셀피', '#daily', '#bexco', '#G_star', '#model', '#selfie', '#selstagram']",좋아요 39개,2018년 01월 10일
['#리니지m'],좋아요 3개,2018년 06월 15일
"['#루티에', '#산타크로스', '#크리스마스', '#그라비티', '#라그나로크', '#라그나로크M', '#라그M']",81,2018년 04월 22일
"['#첫줄', '#모델', '#레이싱모델', '#한소울', '#레이싱모델한소울', '#지스타', '#지스타2017', '#그라비티', '#카프라', '#라그나로크m', '#벡스코', '#부산', '#인물사진', '#모델사진', '#니콘', '#model', '#racingmodel', '#koreamodel', '#gstar', '#gstar2017', '#gravity', '#bexco', '#photo', '#portrait', '#nikon', '#d610']",좋아요 133개,2017년 12월 07일
"['#라그나로크M', '#초코듬뿍', '#포링케이크', '#오늘은', '#요리숙련', '#가즈아']",174,2018년 04월 05일
"['[#픽앤톡', '#서강준', '#라그나로크M', '#광고촬영현장', '#판타지오', '#픽앤톡', '#화이트데이', '#선물같은남자', '#사탕필요없음']","좋아요 3,541개",2018년 03월 14일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#광고']",좋아요 75개,2018년 03월 15일
"['#그라비티', '#라그나로크', '#라그나로크M', '#모바일_게임', '#중독성', '#넌_내게_빠져', '#넌_내게_미쳐', '#헤어나올_수_없어']",좋아요 25개,2018년 04월 01일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 1개,2019년 05월 24일
['#리니지m'],좋아요 4개,2018년 07월 04일
"['#윤아', '#서강준', '#라그나로크m', '#ユナ', '#ソガンジュン', '#강타']",378,2018년 03월 16일
"['#라그나로크M', '#라그', '#업데이트', '#한정특전', '#에피소드', '#알뜰구매']",121,2018년 12월 17일
['#라그나로크m'],좋아요 8개,2018년 03월 17일
"['#라그나로크m', '#라그나로크m쿠폰', '#라그나로크', '#라그나로크모바일', '#라그나로크m영원한사랑', '#구글기프트카드', '#구글플레이기프트카드', '#구글기프트카드구매', '#구글기프트카드온라인구매', '#라그나로크m구글기프트카드', '#구글카드', '#구글기프트카드선물', '#구글기프트카드할인']",좋아요 13개,2018년 05월 27일
"['#라그나로크m', '#winner']",0,2018년 07월 23일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#9월', '#신규_의상', '#프론테라_음악축제', '#띠띠빵빵_함정이_숨어있다']",178,2018년 08월 31일
"['#라그나로크', '#라그나로크m', '#빠지지말자']",좋아요 8개,2018년 03월 22일
"['#그라비티', '#카프라', '#대만게임쇼', '#대만', '#게임쇼', '#타이페이', '#그라비티', '#라그나로크m', '#카프라', '#엄지척']",좋아요 652개,2018년 01월 30일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#댕댕', '#이다연', '#카프라', '#그라비티', '#라그나로크M']",좋아요 6개,2017년 11월 22일
"['#라그나로크m', '#굿밤', '#오오티디', '#데일리']",좋아요 6개,2018년 04월 02일
"['#라그나로크', '#라그', '#라그나로크m', '#게임', '#남자지만여캐', '#여자라면힐러', '#하루면완성', '#노가다그램', '#미친노가다', '#이쁘다']",좋아요 13개,2018년 03월 27일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#댕댕', '#이다연', '#카프라', '#그라비티', '#라그나로크M']",좋아요 2개,2017년 11월 22일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#팀_세이카', '#TEAM_SEIKA', '#포링', '#수제사탕']",206,2018년 08월 21일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 104개,2018년 03월 07일
"['#2017지스타', '#지스타', '#그라비티', '#오아희', '#한소울', '#이다연', '#소이', '#라그나로크m', '#그라비티공연', '#댄스', '#공연', '#벡스코', '#국제게임쇼', '#포즈', '#Gravity', '#Gameshow', '#bexco']",367,2017년 11월 18일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#피_묻은_나뭇가지', '#보스_몬스터_소환', '#길드에서만_사용해요']",좋아요 8개,2018년 04월 26일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#루나온라인m']","좋아요 1,020개",2018년 05월 10일
"['#그라비티', '#라그나로크', '#라그나로크M', '#모로크']",90,2018년 03월 26일
"['#그라비티', '#라그나로크', '#라그나로크M', '#음악', '#피로도', '#회복', '#프론테라']",222,2018년 03월 05일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#크리스마스', '#눈이펑펑', '#스노우볼', '#포링', '#눈사람', '#인싸템', '#소장각', '#내방에저장', '#MerryChristmas']",125,2018년 12월 13일
"['#그라비티', '#라그나로크', '#라그나로크M', '#펫', '#포링', '#힘든_모험가에게_도움의_손길을']",117,2018년 04월 14일
